year,state_po,district,COUNTA of Key,Race key,Democrat name,Republican name,Experience (D),Experience (R),Campaign finance (D),Campaign finance (R),candidates votes (D),Candidates votes (R)
2018,IL,1,2,IL_1_2018,BOBBY L RUSH,JIMMY LEE TILLMAN II,30,6,320467.16,0,189560,50960
2018,IL,2,2,IL_2_2018,ROBIN KELLY,DAVID MERKLE,9,0,914593.13,0,190684,44567
2018,IL,3,2,IL_3_2018,DANIEL WILLIAM LIPINSKI,ARTHUR J JONES,16,4,2402064.62,0,163053,57885
2018,IL,4,2,IL_4_2018,"JESUS ""CHUY"" GARCIA",MARK WAYNE LORCH,4,0,858055.59,8109.36,143895,22294
2018,IL,5,2,IL_5_2018,MIKE QUIGLEY,TOM HANSON,12,14,1249844.91,0,213992,65134
2018,IL,6,2,IL_6_2018,SEAN CASTEN,PETER J ROSKAM,4,12,6362182.45,7154396.95,169001,146445
2018,IL,7,2,IL_7_2018,DANNY K DAVIS,CRAIG CAMERON,38,2,551754.1,0,215746,30497
2018,IL,8,2,IL_8_2018,RAJA KRISHNAMOORTHI,"JITENDRA ""JD"" DIGANVKER",6,0,1964491.13,51858.55,130054,67073
2018,IL,9,2,IL_9_2018,JANICE D SCHAKOWSKY,JOHN D ELLESON,24,0,1479814.88,0,213368,76983
2018,IL,10,2,IL_10_2018,BRAD SCHNEIDER,DOUGLAS R BENNETT,10,0,3423485.51,291510.64,156540,82124
2018,IL,11,2,IL_11_2018,BILL FOSTER,NICK STELLA,14,2,1767981.86,291449.89,145407,82358
2018,IL,12,2,IL_12_2018,BRENDAN KELLY,MIKE BOST,0,8,3927041.56,2875064.06,118724,134884
2018,IL,13,2,IL_13_2018,BETSY DIRKSEN LONDRIGAN,RODNEY DAVIS,2,10,4257797.06,4016146.61,134458,136516
2018,IL,14,2,IL_14_2018,LAUREN UNDERWOOD,"RANDALL M ""RANDY"" HULTGREN",4,8,4891319.17,2400772.35,156035,141164
2018,IL,15,2,IL_15_2018,KEVIN GAITHER,JOHN M SHIMKUS,2,28,53529.79,1810325.6,74309,181294
2018,IL,16,2,IL_16_2018,SARA DADY,ADAM KINZINGER,0,12,397692.79,2313859.93,104569,151254
2018,IL,17,2,IL_17_2018,CHERI BUSTOS,"WILLIAM W ""BILL"" FAWELL",10,6,3153696.81,30126,142659,87090
2018,IL,18,2,IL_18_2018,JUNIUS RODRIGUEZ,DARIN LAHOOD,2,6,73405.89,1233388.4,95486,195927
2018,IN,1,2,IN_1_2018,PETER J VISCLOSKY,MARK LEYVA,36,24,1054010.12,0,159611,85594
2018,IN,2,2,IN_2_2018,MEL HALL,JACKIE WALORSKI,0,12,4065914.63,2849918.24,103363,125499
2018,IN,3,2,IN_3_2018,COURTNEY TRITCH,JIM BANKS,0,6,852221.6,1129677.09,86610,158927
2018,IN,4,2,IN_4_2018,TOBI BECK,JIM BAIRD,0,4,119335.44,455543.31,87824,156539
2018,IN,5,2,IN_5_2018,DEE THORNTON,SUSAN W BROOKS,2,8,170792.8,1918446.57,137142,180035
2018,IN,6,2,IN_6_2018,JEANNINE LEE LAKE,GREG PENCE,4,4,0,2593307.01,79430,154260
2018,IN,7,2,IN_7_2018,ANDRE D CARSON,"WAYNE ""GUNNY"" HARMON",14,12,968883.92,346,141139,76457
2018,IN,8,2,IN_8_2018,WILLIAM TANOOS,LARRY D BUCSHON,0,12,229896.74,1048586.17,86895,157396
2018,IN,9,2,IN_9_2018,LIZ WATSON,TREY HOLLINGSWORTH,0,6,2518118.51,1498220.43,118090,153271
2018,KS,1,2,KS_1_2018,ALAN LAPOLICE,ROGER MARSHALL,4,4,214415.67,753188.46,71558,153082
2018,KS,2,2,KS_2_2018,PAUL DAVIS,STEVE WATKINS,0,2,3954361.15,1223163.07,123859,126098
2018,KS,3,2,KS_3_2018,SHARICE DAVIDS,KEVIN YODER,4,10,4852128.71,4966109.86,170518,139762
2018,KS,4,2,KS_4_2018,JAMES A THOMPSON,RON ESTES,0,4,1483689.67,1579545.63,98445,144248
2018,KY,1,2,KY_1_2018,PAUL WALKER,JAMES R COMER,0,6,50083.19,637459.1,78849,172167
2018,KY,2,2,KY_2_2018,HANK LINDERMAN,S BRETT GUTHRIE,4,14,174079.9,1742416.4,79964,171700
2018,KY,3,2,KY_3_2018,JOHN A YARMUTH,VICKIE YATES B GLISSON,16,0,1166943.15,713682.86,173002,101930
2018,KY,4,2,KY_4_2018,SETH HALL,THOMAS MASSIE,0,10,43953.61,395746.29,90536,162946
2018,KY,5,2,KY_5_2018,KENNETH S STEPP,"HAROLD ""HAL"" ROGERS",12,42,2215,981380.8,45890,172093
2018,KY,6,2,KY_6_2018,AMY MCGRATH,ANDY BARR,0,12,8351249.65,5652125.05,144736,154468
2018,LA,4,2,LA_4_2018,RYAN TRUNDLE,"""MIKE"" JOHNSON",2,6,24181.6,909011.87,72934,139326
2018,LA,5,2,LA_5_2018,JESSEE CARLTON FLEENOR,RALPH ABRAHAM,0,6,21056.47,1037554.78,67118,149018
2018,MA,2,2,MA_2_2018,JAMES P MCGOVERN,TRACY LYN LOVVORN,28,2,1300429.75,36419.65,191332,93391
2018,MA,3,2,MA_3_2018,LORI LOUREIRO TRAHAN,RICK GREEN,4,0,2574631.67,975353.48,173175,93445
2018,MA,5,2,MA_5_2018,KATHERINE M CLARK,JOHN HUGO,8,0,1425350.68,0,236243,74856
2018,MA,6,2,MA_6_2018,SETH W MOULTON,JOSEPH S SCHNEIDER,8,0,2691149.97,263794.8,217703,104798
2018,MA,9,2,MA_9_2018,BILL KEATING,PETER D TEDESCHI,12,0,569672.01,856535.25,192347,131463
2018,MD,1,2,MD_1_2018,JESSE COLVIN,ANDY HARRIS,0,14,1807064.53,1935284.24,116631,183662
2018,MD,2,2,MD_2_2018,CA DUTCH RUPPERSBERGER,LIZ MATORY,20,0,971085.17,37409.68,167201,77782
2018,MD,3,2,MD_3_2018,JOHN SARBANES,CHARLES ANTHONY,16,2,718481.86,0,202407,82774
2018,MD,4,2,MD_4_2018,ANTHONY G BROWN,GEORGE MCDERMOTT,6,0,555136.23,0,209642,53327
2018,MD,5,2,MD_5_2018,STENY H HOYER,WILLIAM A DEVINE III,40,2,4186051.88,1924905.17,213796,82361
2018,MD,6,2,MD_6_2018,DAVID TRONE,AMIE HOEBER,6,2,2980058.01,899379.55,163346,105209
2018,MD,7,2,MD_7_2018,ELIJAH CUMMINGS,RICHMOND DAVIS,24,0,1141457.66,17539.8,202345,56266
2018,MD,8,2,MD_8_2018,JAMIE RASKIN,JOHN WALSH,6,0,872437.85,0,217679,96525
2018,ME,1,2,ME_1_2018,CHELLIE PINGREE,MARK I HOLBROOK,14,2,1088304.62,95470.67,201195,111188
2018,ME,2,2,ME_2_2018,JARED F GOLDEN,BRUCE POLIQUIN,4,8,5683486.05,4253973.13,139231,136326
2018,MI,1,2,MI_1_2018,MATTHEW W MORGAN,JACK BERGMAN,0,6,1351431.55,1446153.35,145246,187251
2018,MI,2,2,MI_2_2018,ROB DAVIDSON,BILL HUIZENGA,0,12,1287490.28,2179809.54,131254,168970
2018,MI,3,2,MI_3_2018,CATHY ALBRO,JUSTIN AMASH,2,10,161076.94,769773.3,134185,169107
2018,MI,4,2,MI_4_2018,JERRY HILLIARD,JOHN MOOLENAAR,4,8,0,1091060.35,106540,178510
2018,MI,5,2,MI_5_2018,DANIEL T KILDEE,TRAVIS WINES,10,0,1043802.31,0,164502,99265
2018,MI,6,2,MI_6_2018,MATT LONGJOHN,FRED UPTON,0,36,1453154.04,3580575.68,134082,147436
2018,MI,7,2,MI_7_2018,GRETCHEN DRISKELL,TIM WALBERG,2,18,2711006.54,2268491.89,136330,158730
2018,MI,8,2,MI_8_2018,ELISSA SLOTKIN,MIKE BISHOP,4,4,7448338.28,3395329.77,172880,159782
2018,MI,9,2,MI_9_2018,ANDY LEVIN,CANDIUS STEARNS,4,0,1473055.48,247170,181734,112123
2018,MI,10,2,MI_10_2018,KIMBERLY BIZON,PAUL MITCHELL,2,6,49295.47,705254.71,106061,182808
2018,MI,11,2,MI_11_2018,HALEY STEVENS,LENA EPSTEIN,4,0,4184088.91,2675140.12,181912,158463
2018,MI,12,2,MI_12_2018,DEBBIE DINGELL,JEFF JONES,8,4,1251033.73,82670.99,200588,85115
2018,MI,14,2,MI_14_2018,BRENDA LAWRENCE,MARC S HERSCHFUS,10,0,583591.04,0,214334,45899
2018,MN,1,2,MN_1_2018,DAN FEEHAN,JIM HAGEDORN,2,12,4173703.49,1612674.25,144885,146200
2018,MN,2,2,MN_2_2018,ANGIE CRAIG,JASON LEWIS,6,2,5550422.43,2928309.64,177958,159344
2018,MN,3,2,MN_3_2018,DEAN PHILLIPS,ERIK PAULSEN,4,10,6266109.21,5908716.98,202404,160839
2018,MN,4,2,MN_4_2018,BETTY MCCOLLUM,GREG RYAN,22,2,952969.49,20910.52,216865,97747
2018,MN,5,2,MN_5_2018,ILHAN OMAR,JENNIFER ZIELINSKI,4,0,1029353.77,22754.65,267703,74440
2018,MN,6,2,MN_6_2018,IAN TODD,TOM EMMER,2,8,81577.21,2171625.58,122332,192931
2018,MN,7,2,MN_7_2018,COLLIN C PETERSON,DAVE HUGHES,38,4,1502558.51,258329.76,146672,134668
2018,MN,8,2,MN_8_2018,JOE RADINOVICH,PETE STAUBER,0,4,2390502.73,1759366.79,141950,159364
2018,MO,1,2,MO_1_2018,LACY CLAY,ROBERT VROMAN,20,0,709121.11,0,219781,45867
2018,MO,2,2,MO_2_2018,CORT VANOSTRAN,ANN WAGNER,0,10,2348132.03,4196374.44,177611,192477
2018,MO,3,2,MO_3_2018,KATY GEPPERT,BLAINE LUETKEMEYER,2,14,34234.48,1935651.17,106589,211243
2018,MO,4,2,MO_4_2018,RENEE HOAGENSON,VICKY HARTZLER,0,12,453311.95,1355733.06,95968,190138
2018,MO,5,2,MO_5_2018,EMANUEL CLEAVER II,JACOB TURK,18,16,1156848.57,102763.81,175019,101069
2018,MO,6,2,MO_6_2018,HENRY ROBERT MARTIN,SAM GRAVES,4,22,42895.31,1619177.38,97660,199796
2018,MO,7,2,MO_7_2018,JAMIE DANIEL SCHOOLCRAFT,BILLY LONG,0,12,56973.21,1247421.45,89190,196343
2018,MO,8,2,MO_8_2018,KATHY ELLIS,JASON SMITH,2,8,191275.16,1364407.97,66151,194042
2018,MS,1,2,MS_1_2018,RANDY MACK WADKINS,TRENT KELLY,0,6,156965.51,897506.74,76601,158245
2018,MS,3,2,MS_3_2018,MICHAEL TED EVANS,MICHAEL GUEST,0,4,0,952203.2,94461,160284
2018,MS,4,2,MS_4_2018,JERAMEY ANDERSON,STEVEN PALAZZO,0,12,152283.77,770434.28,68787,152633
2018,MT,0,2,MT_0_2018,KATHLEEN WILLIAMS,GREG GIANFORTE,2,2,4124015.03,9800102.35,233284,256661
2018,NC,1,2,NC_1_2018,G K BUTTERFIELD,ROGER W ALLISON,18,0,904443.55,30384.46,190457,82218
2018,NC,2,2,NC_2_2018,LINDA COLEMAN,GEORGE HOLDING,0,10,1616405.72,3021113.67,151977,170072
2018,NC,4,2,NC_4_2018,DAVID PRICE,"STEVE A ""VON"" LOOR",46,2,969570.88,0,247067,82052
2018,NC,5,2,NC_5_2018,DD ADAMS,VIRGINIA FOXX,0,18,357042.77,2355935.62,120468,159917
2018,NC,6,2,NC_6_2018,RYAN WATTS,B MARK WALKER,0,6,312666.41,820098.14,123651,160709
2018,NC,7,2,NC_7_2018,KYLE HORTON,DAVID ROUZER,0,10,873387.91,1399071.35,120838,156809
2018,NC,8,2,NC_8_2018,FRANK MCNEILL,RICHARD HUDSON,0,10,713853.16,2142318.5,114119,141402
2018,NC,9,2,NC_9_2018,DAN MCCREADY,MARK HARRIS,2,2,6333917.99,2141860.75,138341,139246
2018,NC,10,2,NC_10_2018,DAVID WILSON BROWN,PATRICK MCHENRY,2,18,129496.16,3897873.1,113259,164969
2018,NC,11,2,NC_11_2018,PHILLIP G PRICE,MARK MEADOWS,2,8,232876.94,1429053.41,116508,178012
2018,NC,12,2,NC_12_2018,ALMA ADAMS,PAUL WRIGHT,8,2,522313.06,0,203974,75164
2018,NC,13,2,NC_13_2018,KATHY MANNING,TED BUDD,4,6,4206037.12,2381821.24,130402,147570
2018,NE,1,2,NE_1_2018,JESSICA MCCLURE,JEFF FORTENBERRY,0,18,76893.31,651911.56,93069,141712
2018,NE,2,2,NE_2_2018,KARA EASTMAN,DON BACON,2,6,2549874.69,2600431.85,121770,126715
2018,NE,3,2,NE_3_2018,PAUL THEOBALD,ADRIAN SMITH,0,16,73490.07,1612145.02,49654,163650
2018,NH,1,2,NH_1_2018,CHRIS PAPPAS,EDDIE EDWARDS,4,0,2105498.06,1217271.65,155884,130996
2018,NH,2,2,NH_2_2018,ANNE MCLANE KUSTER,STEVEN NEGRON,12,2,3357381.2,454910.24,155358,117990
2018,NJ,1,2,NJ_1_2018,DONALD W NORCROSS,PAUL E DILKS,8,0,1503682.38,13985.83,169628,87617
2018,NJ,2,2,NJ_2_2018,JEFF VAN DREW,SETH GROSSMAN,4,0,4138860.95,308650.87,136685,116866
2018,NJ,3,2,NJ_3_2018,ANDY KIM,TOM MACARTHUR,4,4,6375721.12,4764500.11,153473,149500
2018,NJ,4,2,NJ_4_2018,JOSHUA WELLE,CHRISTOPHER H SMITH,0,44,1851243.84,1550010.36,126766,163065
2018,NJ,5,2,NJ_5_2018,JOSH GOTTHEIMER,JOHN J MCCANN JR,6,2,2936325.74,936653.3,169546,128255
2018,NJ,6,2,NJ_6_2018,FRANK PALLONE JR,RICHARD J PEZZULLO,34,20,1722276.51,51205.89,140752,80443
2018,NJ,7,2,NJ_7_2018,TOM MALINOWSKI,LEONARD LANCE,4,22,6246478.55,2747582.63,166985,150785
2018,NJ,8,2,NJ_8_2018,ALBIO SIRES,JOHN R MUNIZ,16,0,596546.56,5953.72,119881,28725
2018,NJ,9,2,NJ_9_2018,BILL PASCRELL JR,ERIC P FISHER,26,0,1413307.05,0,140832,57854
2018,NJ,10,2,NJ_10_2018,DONALD M PAYNE JR,AGHA KHAN,10,2,568615.06,0,175253,20191
2018,NJ,11,2,NJ_11_2018,MIKIE SHERRILL,JAY WEBBER,4,0,8168084.08,1646820.97,183684,136322
2018,NJ,12,2,NJ_12_2018,BONNIE WATSON COLEMAN,DARYL KIPNIS,8,0,846026.64,24708.35,173334,79041
2018,NM,1,2,NM_1_2018,DEBRA A HAALAND,JANICE E ARNOLD-JONES,4,0,2187367.02,319022.65,147336,90507
2018,NM,2,2,NM_2_2018,XOCHITL TORRES SMALL,YVETTE HERRELL,2,4,4641990.04,1341381.29,101489,97767
2018,NM,3,2,NM_3_2018,BEN R LUJAN,JERALD STEVE MCFALL,12,2,2352262.18,0,155201,76427
2018,NV,1,2,NV_1_2018,DINA TITUS,JOYCE BENTLEY,14,2,793261.5,0,100707,46978
2018,NV,2,2,NV_2_2018,CLINT KOBLE,MARK E AMODEI,2,10,162414.07,1105499.66,120102,167435
2018,NV,3,2,NV_3_2018,SUSIE LEE,DANNY TARKANIAN,6,0,5075147.2,0,148501,122566
2018,NV,4,2,NV_4_2018,STEVEN A HORSFORD,CRESENT HARDY,10,4,2255315.24,889839.7,121962,102748
2018,NY,1,2,NY_1_2018,PERRY GERSHON,LEE M ZELDIN,2,14,5075628.25,4834395.99,124213,121562
2018,NY,2,2,NY_2_2018,LIUBA GRECHEN SHIRLEY,PETER T KING,0,28,1960531.45,3183657.13,108803,112565
2018,NY,3,2,NY_3_2018,THOMAS R SUOZZI,DAN P DEBONO,6,0,1483584.61,454227.34,149937,98716
2018,NY,4,2,NY_4_2018,KATHLEEN M RICE,AMEER N BENNO,8,0,1626663.42,50315.21,156728,90306
2018,NY,9,2,NY_9_2018,YVETTE D CLARKE,LUTCHI GAYOT,18,2,1111543.25,3609.13,167269,18702
2018,NY,10,2,NY_10_2018,JERROLD L NADLER,NAOMI LEVIN,30,0,1544540.69,79218.12,162131,33692
2018,NY,11,2,NY_11_2018,MAX N ROSE,DAN DONOVAN,2,2,4441148.2,2694356.32,96850,80440
2018,NY,12,2,NY_12_2018,CAROLYN B MALONEY,ELIOT RABIN,30,0,2407391.51,35435.16,205858,30446
2018,NY,13,2,NY_13_2018,ADRIANO ESPAILLAT,JINEEA BUTLER,10,0,592948.43,5826,171341,9535
2018,NY,14,2,NY_14_2018,ALEXANDRIA OCASIO-CORTEZ,ANTHONY PAPPAS,4,0,17506284.55,2500,110318,19202
2018,NY,15,2,NY_15_2018,JOSE E SERRANO,JASON D GONZALEZ,30,0,238235.31,0,122007,4566
2018,NY,18,2,NY_18_2018,SEAN PATRICK MALONEY,JAMES O'DONNELL,10,0,4431885.61,0,126368,96345
2018,NY,19,2,NY_19_2018,ANTONIO DELGADO,JOHN J FASO,4,2,9166151,3909694.97,135582,112304
2018,NY,20,2,NY_20_2018,PAUL D TONKO,JOE VITOLLO,14,2,1243529.49,0,161330,89058
2018,NY,21,2,NY_21_2018,TEDRA L COBB,ELISE M STEFANIK,2,8,1508662.13,2998027.64,93394,116433
2018,NY,22,2,NY_22_2018,ANTHONY J BRINDISI,CLAUDIA TENNEY,4,8,4637060.53,3338189.5,116001,110125
2018,NY,23,2,NY_23_2018,TRACY MITRANO,THOMAS W REED II,2,12,1756495.37,3532949.79,100914,114722
2018,NY,24,2,NY_24_2018,DANA BALTER,JOHN M KATKO,2,8,2711648.99,3016492.01,115902,113538
2018,NY,25,2,NY_25_2018,JOSEPH D MORELLE,JIM MAXWELL,4,0,1837132.63,992387.55,147979,91342
2018,NY,26,2,NY_26_2018,BRIAN HIGGINS,RENEE M ZENO,18,0,909973.56,0,156968,61488
2018,NY,27,2,NY_27_2018,NATHAN D MCMURRAY,CHRIS COLLINS,2,0,1364110.33,0,128167,114506
2018,OH,1,2,OH_1_2018,AFTAB PUREVAL,STEVE CHABOT,0,34,4140079.89,3026091.86,141118,154409
2018,OH,2,2,OH_2_2018,JILL SCHILLER,BRAD WENSTRUP,0,10,585262.38,1603886.18,119333,166714
2018,OH,3,2,OH_3_2018,JOYCE BEATTY,JIM BURGESS,10,0,794099.15,0,181575,65040
2018,OH,4,2,OH_4_2018,JANET GARRETT,JIM JORDAN,4,16,702882.25,1809464.13,89412,167993
2018,OH,5,2,OH_5_2018,J MICHAEL GALBRAITH,BOB LATTA,0,34,211954.48,1756583.73,99655,176569
2018,OH,6,2,OH_6_2018,SHAWNA ROBERTS,BILL JOHNSON,4,12,28070.47,1792626.99,76716,172774
2018,OH,7,2,OH_7_2018,KEN HARBAUGH,BOB GIBBS,0,12,3039509.63,1842913.95,107536,153117
2018,OH,8,2,OH_8_2018,VANESSA ENOCH,WARREN DAVIDSON,4,6,52184.14,661173.97,87281,173852
2018,OH,9,2,OH_9_2018,MARCY KAPTUR,STEVEN W KRAUS,40,6,677411.15,0,157219,74670
2018,OH,10,2,OH_10_2018,THERESA A GASPER,MIKE TURNER,0,20,1193083.52,1471014.31,118785,157554
2018,OH,11,2,OH_11_2018,MARCIA L FUDGE,BEVERLY A GOLDSTEIN,14,2,616076.41,21855.88,206138,44486
2018,OH,12,2,OH_12_2018,DANNY O'CONNOR,TROY BALDERSON,4,4,8462831.59,2521180.88,161251,175677
2018,OH,13,2,OH_13_2018,TIM RYAN,CHRIS DEPIZZO,20,0,1653509.9,91710.9,153323,98047
2018,OH,14,2,OH_14_2018,BETSY RADER,DAVID P JOYCE,0,10,2244299.65,2687703.94,137549,169809
2018,OH,15,2,OH_15_2018,RICK NEAL,STEVE STIVERS,0,14,1326595.37,5001718.91,116112,170593
2018,OH,16,2,OH_16_2018,SUSAN MORAN PALMER,ANTHONY GONZALEZ,0,4,473098.14,1865953.47,129681,170029
2018,OK,1,2,OK_1_2018,TIM GILPIN,KEVIN HERN,0,4,398492.47,2874702.46,103042,150129
2018,OK,2,2,OK_2_2018,JASON NICHOLS,MARKWAYNE MULLIN,0,10,128789.04,1704272.83,65021,140451
2018,OK,3,2,OK_3_2018,FRANKIE ROBBINS,FRANK D LUCAS,10,28,0,1038306.04,61152,172913
2018,OK,4,2,OK_4_2018,MARY BRANNON,TOM COLE,4,20,10757.72,1995074.47,78088,149227
2018,OK,5,2,OK_5_2018,KENDRA HORN,STEVE RUSSELL,2,4,1184293.99,891903.25,121149,117811
2018,OR,1,2,OR_1_2018,SUZANNE BONAMICI,JOHN VERBEEK,10,0,849466.22,0,231198,116446
2018,OR,2,2,OR_2_2018,JAMIE MCLEOD-SKINNER,GREG WALDEN,4,24,1317791.68,4933476.93,145298,207597
2018,OR,3,2,OR_3_2018,EARL BLUMENAUER,TOM HARRISON,26,2,1628249.92,304.2,279019,76187
2018,OR,4,2,OR_4_2018,PETER DEFAZIO,ART ROBINSON,36,10,1388447.69,168255.13,208710,152414
2018,OR,5,2,OR_5_2018,KURT SCHRADER,MARK CALLAHAN,14,0,862328.91,35313.09,197187,149887
2018,PA,1,2,PA_1_2018,HENRY SCOTT WALLACE,BRIAN K FITZPATRICK,0,6,13544540.43,3474194.32,160745,169053
2018,PA,2,2,PA_2_2018,BRENDAN F BOYLE,DAVID TORRES,8,2,967574.51,0,159600,42382
2018,PA,3,2,PA_3_2018,DWIGHT EVANS,BRYAN E LEIB,6,2,1139134.89,11021.05,287610,20387
2018,PA,4,2,PA_4_2018,MADELEINE DEAN CUNNANE,DANIEL DAVID,0,0,0,508247.93,211524,121467
2018,PA,5,2,PA_5_2018,MARY GAY SCANLON,PEARL KIM,4,0,1822024.16,521262.95,198639,106075
2018,PA,6,2,PA_6_2018,CHRISTINA JAMPOLER HOULAHAN,GREGORY MICHAEL MCCAULEY SR,4,0,3402393.59,215002.51,177704,124124
2018,PA,7,2,PA_7_2018,SUSAN ELLIS WILD,MARTIN W NOTHSTEIN,4,0,3294280.32,958873.74,140813,114437
2018,PA,8,2,PA_8_2018,MATTHEW ALTON CARTWRIGHT,JOHN ROBERT CHRIN,10,0,2563832.07,2985347.94,135603,112563
2018,PA,9,2,PA_9_2018,DENNIS WOLFF,DANIEL MEUSER,0,14,1589286.5,2237302.26,100204,148723
2018,PA,10,2,PA_10_2018,GEORGE B SCOTT,SCOTT G PERRY,0,10,2201795.35,1645975.5,141668,149365
2018,PA,11,2,PA_11_2018,JESSICA KING,LLOYD K SMUCKER,0,6,1874912.34,1892315.52,113876,163708
2018,PA,12,2,PA_12_2018,MARC FRIEDENBERG,THOMAS A MARINO,1,10,90405.56,895980.1,82825,161047
2018,PA,13,2,PA_13_2018,BRENT M OTTAWAY,JOHN JOYCE,0,4,30785.2,1461761.17,74733,178533
2018,PA,14,2,PA_14_2018,BIBIANA BOERIO,GUY L RESCHENTHALER,0,4,666896.95,1072888.04,110051,151386
2018,PA,15,2,PA_15_2018,SUSAN BOSER,GLENN WILLIAM THOMPSON JR,0,14,145888.87,1442650.03,78327,165245
2018,PA,16,2,PA_16_2018,RONALD A DINICOLA,GEORGE J KELLY JR,24,12,1755514.26,3294021.2,124109,135348
2018,PA,17,2,PA_17_2018,CONOR JAMES LAMB,KEITH ROTHFUS,4,8,8898568.71,3775394.78,183162,142417
2018,RI,1,2,RI_1_2018,DAVID N CICILLINE,PATRICK J DONOVAN,12,0,1630964.09,0,116099,57567
2018,RI,2,2,RI_2_2018,JAMES R LANGEVIN,SALVATORE G CAIOZZO,22,2,767826.25,3525.33,126476,72271
2018,SC,1,2,SC_1_2018,JOE CUNNINGHAM,KATIE ARRINGTON,2,0,2410274.65,1674899.95,145455,141473
2018,SC,2,2,SC_2_2018,SEAN CARRIGAN,JOE WILSON,0,21,164293.52,1747837.39,109199,144642
2018,SC,3,2,SC_3_2018,MARY GEREN,JEFF DUNCAN,0,12,308127.66,714380.38,70046,153338
2018,SC,4,2,SC_4_2018,BRANDON P BROWN,WILLIAM TIMMONS,0,4,0,1814017.85,89182,145321
2018,SC,5,2,SC_5_2018,ARCHIE PARNELL,RALPH W NORMAN,0,4,2027264.18,2000692.16,103129,141757
2018,SC,6,2,SC_6_2018,JAMES E JIM CLYBURN,GERHARD R GRESSMANN,30,0,2004772.84,1666.28,144765,58282
2018,SC,7,2,SC_7_2018,ROBERT WILLIAMS,TOM RICE,2,10,26667.29,1134451.26,96564,142681
2018,SD,0,2,SD_0_2018,TIM BJORKMAN,"DUSTIN ""DUSTY"" JOHNSON",0,4,872439.02,1715846.62,120816,202446
2018,TN,1,2,TN_1_2018,MARTY OLSEN,PHIL ROE,0,14,163213.41,605461.68,47138,172835
2018,TN,2,2,TN_2_2018,RENEE HOYOS,TIM BURCHETT,2,4,347366.36,958168.08,86668,172856
2018,TN,3,2,TN_3_2018,DANIELLE MITCHELL,CHUCK FLEISCHMANN,0,12,284785.18,601495.93,84731,156512
2018,TN,4,2,TN_4_2018,MARIAH PHILLIPS,SCOTT DESJARLAIS,0,12,578769.82,271735.43,78065,147323
2018,TN,5,2,TN_5_2018,JIM COOPER,JODY M BALL,20,2,767123.33,0,177923,84317
2018,TN,6,2,TN_6_2018,DAWN BARLOW,JOHN ROSE,0,4,43317.14,5212189.78,70370,172810
2018,TN,7,2,TN_7_2018,JUSTIN KANEW,MARK E GREEN,0,4,491053.76,2445092.89,81661,170071
2018,TN,8,2,TN_8_2018,ERIKA STOTTS PEARSON,DAVID KUSTOFF,4,20,16085.01,1835725.94,74755,168030
2018,TN,9,2,TN_9_2018,STEVE COHEN,CHARLOTTE BERGMANN,26,0,408226.66,0,145139,34901
2018,TX,1,2,TX_1_2018,SHIRLEY J MCKELLAR,LOUIE GOHMERT,6,18,47552.69,787021.73,61263,168165
2018,TX,2,2,TX_2_2018,TODD LITTON,DAN CRENSHAW,0,4,1515116.21,1844245.24,119992,139188
2018,TX,3,2,TX_3_2018,LORIE BURCH,VAN TAYLOR,2,4,322136.33,4473633.74,138234,169520
2018,TX,4,2,TX_4_2018,CATHERINE KRANTZ,JOHN RATCLIFFE,0,6,34031.58,841902.61,57400,188667
2018,TX,5,2,TX_5_2018,DAN WOOD,LANCE GOODEN,0,4,110785.59,884794.07,78666,130617
2018,TX,6,2,TX_6_2018,JANA LYNNE SANCHEZ,RON WRIGHT,3,4,718241.7,704664.14,116350,135961
2018,TX,7,2,TX_7_2018,LIZZIE PANNILL FLETCHER,JOHN CULBERSON,4,18,6184824.71,3542492.23,127959,115642
2018,TX,8,2,TX_8_2018,STEVEN DAVID,KEVIN BRADY,0,26,30263,6020897.99,67930,200619
2018,TX,10,2,TX_10_2018,MIKE SIEGEL,MICHAEL T MCCAUL,2,18,485681.52,1870327.23,144034,157166
2018,TX,11,2,TX_11_2018,JENNIE LOU LEEDER,MIKE CONAWAY,2,17,85051.51,2483969.68,40631,176603
2018,TX,12,2,TX_12_2018,VANESSA ADIA,KAY GRANGER,0,26,198453.18,2104526.65,90994,172557
2018,TX,13,2,TX_13_2018,GREG SAGAN,MAC THORNBERRY,2,26,46655.41,1419932.49,35083,169027
2018,TX,14,2,TX_14_2018,ADRIENNE BELL,RANDY WEBER,2,10,206526.16,714799.52,92212,138942
2018,TX,15,2,TX_15_2018,VICENTE GONZALEZ,TIM WESTLEY,6,4,411506.69,22942,98333,63862
2018,TX,16,2,TX_16_2018,VERONICA ESCOBAR,RICK SEEBERGER,4,0,1208479.57,49210.07,124437,49127
2018,TX,17,2,TX_17_2018,RICK KENNEDY,BILL FLORES,2,10,130830.84,1357282.32,98070,134841
2018,TX,18,2,TX_18_2018,SHEILA JACKSON LEE,AVA REYNERO PATE,28,4,767512.22,10287.27,138704,38368
2018,TX,19,2,TX_19_2018,MIGUEL LEVARIO,JODEY ARRINGTON,0,6,103195.04,1090282.95,50039,151946
2018,TX,21,2,TX_21_2018,JOSEPH KOPSER,CHIP ROY,0,4,3236438.68,1757842.15,168421,177654
