year,state_po,district,COUNTA of Key,Race key,Democrat name,Republican name,Experience (D),Experience (R),Campaign finance (D),Campaign finance (R),candidates votes (D),Candidates votes (R)
2020,MD,5,2,MD_5_2020,STENY H HOYER,CHRIS PALOMBI,40,2,4363890.74,45695.38,274210,123525
2020,MD,6,2,MD_6_2020,DAVID J TRONE,NEIL C PARROTT,6,2,2980058.01,262262.23,215540,143599
2020,MD,7,2,MD_7_2020,KWEISI MFUME,KIMBERLY KLACIK,36,0,715393.87,7502416.95,237084,92825
2020,MD,8,2,MD_8_2020,JAMIE RASKIN,GREGORY THOMAS COLL,6,2,1438141.88,27352.25,274716,127157
2020,ME,1,2,ME_1_2020,CHELLIE PINGREE,JAY T ALLEN,14,0,276671.26,69853.31,271004,165008
2020,ME,2,2,ME_2_2020,JARED F GOLDEN,DALE JOHN CRAFTS,4,0,5344641.06,1279586.58,197974,175228
2020,MI,1,2,MI_1_2020,DANA FERGUSON,JACK BERGMAN,0,6,346033.18,1850480.65,153328,256581
2020,MI,2,2,MI_2_2020,BRYAN BERGHOEF,BILL HUIZENGA,0,12,669911.7,1920126.16,154122,238711
2020,MI,3,2,MI_3_2020,HILLARY SCHOLTEN,PETER MEIJER,2,2,3813354.85,3412997.79,189769,213649
2020,MI,4,2,MI_4_2020,JERRY HILLIARD,JOHN R MOOLENAAR,4,8,41517.22,1042443.69,120802,242621
2020,MI,5,2,MI_5_2020,DANIEL T KILDEE,TIM KELLY,10,0,1511290.07,72426.67,196599,150772
2020,MI,6,2,MI_6_2020,JON HOADLEY,FRED UPTON,0,36,3117392.52,3494801.18,152085,211496
2020,MI,7,2,MI_7_2020,GRETCHEN D DRISKELL,TIM WALBERG,0,18,1762854.4,1601506.36,159743,227524
2020,MI,8,2,MI_8_2020,ELISSA SLOTKIN,PAUL JUNGE,4,2,7587944.33,2101990.08,217922,202525
2020,MI,9,2,MI_9_2020,ANDY LEVIN,CHARLES J LANGWORTHY,4,0,919436.78,0,230318,153296
2020,MI,10,2,MI_10_2020,KIMBERLY BIZON,LISA MCCLAIN,2,2,41245.65,2437181.42,138179,271607
2020,MI,11,2,MI_11_2020,HALEY M STEVENS,ERIC S ESSHAKI,4,0,5815452.57,1399308.51,226128,215405
2020,MI,12,2,MI_12_2020,DEBBIE DINGELL,JEFF JONES,8,4,1692360.02,9656.82,254957,117719
2020,MI,13,2,MI_13_2020,RASHIDA TLAIB,DAVID DUDENHOEFER,4,0,3769568.79,0,223205,53311
2020,MI,14,2,MI_14_2020,BRENDA L LAWRENCE,ROBERT VANCE PATRICK,10,0,792122.01,41973.26,271370,62664
2020,MN,1,2,MN_1_2020,DAN FEEHAN,JIM HAGEDORN,2,12,4885366.36,2343279.86,167890,179234
2020,MN,2,2,MN_2_2020,ANGIE CRAIG,TYLER KISTNER,6,2,4731913.51,3019788.03,204534,194954
2020,MN,3,2,MN_3_2020,DEAN PHILLIPS,KENDALL QUALLS,4,0,2215321.52,1776906.92,246666,196625
2020,MN,4,2,MN_4_2020,BETTY MCCOLLUM,GENE RECHTZIGEL,22,4,1001041.41,20075.05,245813,112730
2020,MN,5,2,MN_5_2020,ILHAN OMAR,LACY JOHNSON,4,0,5697933.66,12145455.75,255924,102878
2020,MN,6,2,MN_6_2020,TAWNJA ZAHRADKA,TOM EMMER,0,8,54214.37,2579116.7,140853,270901
2020,MN,7,2,MN_7_2020,COLLIN C PETERSON,MICHELLE FISCHBACH,38,2,2887984.21,2608185.58,144840,194066
2020,MN,8,2,MN_8_2020,QUINN NYSTROM,PETE STAUBER,0,4,1557163.52,2618059.12,147853,223432
2020,MO,1,2,MO_1_2020,CORI BUSH,ANTHONY ROGERS,4,0,1345333.87,0,249087,59940
2020,MO,2,2,MO_2_2020,JILL SCHUPP,ANN WAGNER,0,10,4849789,6568319.89,204540,233157
2020,MO,3,2,MO_3_2020,MEGAN REZABEK,BLAINE LUETKEMEYER,0,14,0,2085423.07,116095,282866
2020,MO,4,2,MO_4_2020,LINDSEY SIMMONS,VICKY HARTZLER,0,12,390437.54,1343060.47,107635,245247
2020,MO,5,2,MO_5_2020,EMANUEL CLEAVER,RYAN DERKS,18,0,950093.63,76947.69,207180,135934
2020,MO,6,2,MO_6_2020,GENA L ROSS,SAM GRAVES,0,22,10530.02,1655930.34,118926,258709
2020,MO,7,2,MO_7_2020,TERESA MONTSENY,BILLY LONG,0,12,0,1534977.2,98111,254318
2020,MO,8,2,MO_8_2020,KATHY ELLIS,JASON SMITH,2,8,307255.73,1516929.93,70561,253811
2020,MS,1,2,MS_1_2020,ANTONIA ELIASON,TRENT KELLY,0,6,18424.09,837435.66,104008,228787
2020,MS,2,2,MS_2_2020,BENNIE G THOMPSON,BRIAN FLOWERS,28,2,1099404.11,17890.71,196224,101010
2020,MS,3,2,MS_3_2020,"DOROTHY ""DOT"" BENFORD",MICHAEL GUEST,32,4,0,554150.37,120782,221064
2020,MT,0,2,MT_0_2020,KATHLEEN WILLIAMS,MATT ROSENDALE,2,8,6362944.5,3848139.8,262340,339169
2020,NC,1,2,NC_1_2020,G K BUTTERFIELD,SANDY SMITH,18,2,887752.32,1683098.91,188870,159748
2020,NC,2,2,NC_2_2020,DEBORAH K ROSS,ALAN D SWAIN,2,2,1840264.49,119441.48,311887,172544
2020,NC,3,2,NC_3_2020,DARYL FARROW,GREGORY F MURPHY,0,2,0,1612717.53,132752,229800
2020,NC,4,2,NC_4_2020,DAVID E PRICE,ROBERT THOMAS,46,2,1030190.93,0,332421,161298
2020,NC,5,2,NC_5_2020,DAVID WILSON BROWN,VIRGINIA FOXX,2,18,60667.5,1963676,119846,257843
2020,NC,6,2,NC_6_2020,KATHY MANNING,LEE HAYWOOD,4,2,1769590.44,58341.56,253531,153598
2020,NC,7,2,NC_7_2020,CHRISTOPHER M WARD,DAVID ROUZER,0,10,4118.51,1052924.78,179045,272443
2020,NC,8,2,NC_8_2020,PATRICIA TIMMONS-GOODSON,RICHARD HUDSON,0,10,3931198.45,4404937.99,177781,202774
2020,NC,9,2,NC_9_2020,CYNTHIA L WALLACE,DAN BISHOP,0,2,808399.89,4350726.69,179463,224661
2020,NC,10,2,NC_10_2020,DAVID PARKER,PATRICK T MCHENRY,0,18,32121.46,2351361.46,128189,284095
2020,NC,11,2,NC_11_2020,MOE DAVIS,MADISON CAWTHORN,2,2,2176405.43,4612370.54,190609,245351
2020,NC,13,2,NC_13_2020,SCOTT HUFFMAN,TED BUDD,4,6,190966.87,1324658.73,124684,267181
2020,NE,1,2,NE_1_2020,KATE BOLZ,JEFF FORTENBERRY,0,18,1145896.56,2465446.06,119622,189006
2020,NE,2,2,NE_2_2020,KARA EASTMAN,DON BACON,2,6,4578198.75,3755143.73,155706,171071
2020,NE,3,2,NE_3_2020,MARK ELWORTH JR,ADRIAN SMITH,2,16,0,1153644.41,50690,225157
2020,NH,1,2,NH_1_2020,CHRIS PAPPAS,MATT MOWERS,4,2,3122213.85,1758300.07,205606,185159
2020,NH,2,2,NH_2_2020,ANN M KUSTER,STEVEN NEGRON,12,2,3055351.43,459541.62,208289,168886
2020,NJ,1,2,NJ_1_2020,DONALD NORCROSS,CLAIRE H GUSTAFSON,8,8,1102256.91,21761.17,240567,144463
2020,NJ,2,2,NJ_2_2020,AMY KENNEDY,JEFFERSON VAN DREW,0,4,5042549.44,4138860.95,173849,195526
2020,NJ,3,2,NJ_3_2020,ANDY KIM,DAVID RICHTER,4,0,6869993.74,1555148.13,229840,196327
2020,NJ,4,2,NJ_4_2020,STEPHANIE SCHMID,CHRISTOPHER H SMITH,0,44,760175.5,1288378.48,162420,254103
2020,NJ,5,2,NJ_5_2020,JOSH GOTTHEIMER,FRANK T PALLOTTA,6,2,3593230.36,2077177.03,225175,193333
2020,NJ,6,2,NJ_6_2020,FRANK PALLONE JR,CHRISTIAN ONUOHA,34,0,2030032.81,0,199648,126760
2020,NJ,7,2,NJ_7_2020,TOM MALINOWSKI,THOMAS H KEAN JR,4,2,7503596.87,3840650.57,219629,214318
2020,NJ,8,2,NJ_8_2020,ALBIO SIRES,JASON TODD MUSHNICK,16,0,551324.8,0,176758,58686
2020,NJ,9,2,NJ_9_2020,BILL PASCRELL JR,BILLY PREMPEH,26,2,1842258.71,35075.01,203674,98629
2020,NJ,10,2,NJ_10_2020,DONALD M PAYNE JR,JENNIFER ZINONE,10,0,464776.89,0,241522,40298
2020,NJ,11,2,NJ_11_2020,MIKIE SHERRILL,ROSEMARY BECCHI,4,0,3807868.3,1697769.2,235163,206013
2020,NJ,12,2,NJ_12_2020,BONNIE WATSON COLEMAN,MARK RAZZOLI,8,0,848941.86,1142.41,230883,114591
2020,NM,1,2,NM_1_2020,DEBRA A HAALAND,MICHELLE GARCIA HOLMES,4,2,1903520.46,383583.73,186953,134337
2020,NM,2,2,NM_2_2020,XOCHITL TORRES SMALL,YVETTE HERRELL,2,4,8630945.41,2984195.58,122546,142283
2020,NM,3,2,NM_3_2020,TERESA LEGER FERNANDEZ,ALEXIS M JOHNSON,0,0,0,156175.45,186282,131166
2020,NV,1,2,NV_1_2020,DINA TITUS,JOYCE BENTLEY,14,2,589979.09,0,137868,74490
2020,NV,2,2,NV_2_2020,PATRICIA ACKERMAN,MARK E AMODEI,0,10,460921.44,1048739.27,155780,216078
2020,NV,3,2,NV_3_2020,SUSIE LEE,"DAN ""BIG DAN"" RODIMER",6,0,4781542.68,3131213.48,203421,190975
2020,NV,4,2,NV_4_2020,STEVEN HORSFORD,JIM MARCHANT,10,0,3048784.98,1550714.52,168457,152284
2020,NY,1,2,NY_1_2020,NANCY S GOROFF,LEE M ZELDIN,0,14,7936371.58,8282563.49,160978,180855
2020,NY,2,2,NY_2_2020,JACKIE GORDON,ANDREW R GARBARINO,2,2,4362662.68,1664775.69,144849,158151
2020,NY,3,2,NY_3_2020,THOMAS R SUOZZI,GEORGE AD SANTOS,6,2,2350850.41,638536.54,196056,147461
2020,NY,4,2,NY_4_2020,KATHLEEN M RICE,DOUGLAS L TUMAN,8,0,1228432.21,132223.76,199762,139559
2020,NY,6,2,NY_6_2020,GRACE MENG,THOMAS J ZMICH,10,2,1876468.17,133178.45,144149,67735
2020,NY,7,2,NY_7_2020,NYDIA M VELAZQUEZ,BRIAN W KELLY,30,0,694477,0,156889,29404
2020,NY,8,2,NY_8_2020,HAKEEM S JEFFRIES,GARFIELD H WALLACE,10,0,3325840.58,0,207111,39124
2020,NY,9,2,NY_9_2020,YVETTE D CLARKE,CONSTANTINE JEAN-PIERRE,18,0,1205204.66,0,195758,40110
2020,NY,10,2,NY_10_2020,JERROLD L NADLER,CATHY A BERNSTEIN,30,0,1960859.83,28384.03,181215,61045
2020,NY,11,2,NY_11_2020,MAX N ROSE,NICOLE MALLIOTAKIS,2,2,9537934.79,3483560.24,134625,143420
2020,NY,12,2,NY_12_2020,CAROLYN B MALONEY,CARLOS SANTIAGO-CANO,30,0,3061751.82,0,265172,49157
2020,NY,13,2,NY_13_2020,ADRIANO ESPAILLAT,LOVELYNN GWINN,10,0,1256042.26,41348.2,202916,19829
2020,NY,14,2,NY_14_2020,ALEXANDRIA OCASIO-CORTEZ,JOHN C CUMMINGS,4,0,17506284.55,11015378.43,152661,52477
2020,NY,15,2,NY_15_2020,RITCHIE TORRES,PATRICK DELICES,2,0,1831234.32,0,169533,18984
2020,NY,17,2,NY_17_2020,MONDAIRE JONES,MAUREEN MCARDLE SCHULMAN,2,0,2207871.28,60083.7,183976,117309
2020,NY,18,2,NY_18_2020,SEAN PATRICK MALONEY,CHELE C FARLEY,10,0,1769856.47,1152738.15,171161,128611
2020,NY,19,2,NY_19_2020,ANTONIO DELGADO,KYLE VAN DE WATER,4,2,3034333.02,121091.5,168281,151475
2020,NY,20,2,NY_20_2020,PAUL D TONKO,ELIZABETH L JOY,14,2,1424284.83,346623.66,194071,120839
2020,NY,21,2,NY_21_2020,TEDRA L COBB,ELISE M STEFANIK,2,8,5700135.97,11718616.84,122422,169684
2020,NY,22,2,NY_22_2020,ANTHONY J BRINDISI,CLAUDIA TENNEY,4,8,5901341.91,2800346.36,138898,143291
2020,NY,23,2,NY_23_2020,TRACY MITRANO,TOM REED,2,12,1563883.63,3202933.44,116025,161800
2020,NY,24,2,NY_24_2020,DANA BALTER,JOHN M KATKO,2,8,3290591.1,3615240.79,147877,156236
2020,NY,25,2,NY_25_2020,JOSEPH D MORELLE,GEORGE MITRIS,4,0,1317024.89,279047.05,187503,115940
2020,NY,26,2,NY_26_2020,BRIAN HIGGINS,RICKY T DONOVAN SR,18,0,988667.46,0,202400,91706
2020,NY,27,2,NY_27_2020,NATHAN D MCMURRAY,CHRIS JACOBS,0,2,0,2089854.64,136686,192619
2020,OH,1,2,OH_1_2020,KATE SCHRODER,STEVE CHABOT,0,34,4072238.34,2888368.93,172022,199560
2020,OH,2,2,OH_2_2020,JAIME M CASTLE,BRAD R WENSTRUP,0,10,279714.21,1764297.55,146781,230430
2020,OH,3,2,OH_3_2020,JOYCE BEATTY,MARK F RICHARDSON,10,0,2551301.54,0,227420,93569
2020,OH,4,2,OH_4_2020,SHANNON M FRESHOUR,JIM JORDAN,0,16,0,13268968.45,101897,235875
2020,OH,5,2,OH_5_2020,NICK RUBANDO,ROBERT E LATTA,0,34,253828.84,1490979.38,120962,257019
2020,OH,6,2,OH_6_2020,SHAWNA ROBERTS,BILL JOHNSON,4,12,574.4,1852524.89,85661,249130
2020,OH,7,2,OH_7_2020,QUENTIN POTTER,BOB GIBBS,0,12,13895.81,453928.25,102271,236607
2020,OH,8,2,OH_8_2020,VANESSA ENOCH,WARREN DAVIDSON,4,6,43542.85,854734.83,110766,246277
2020,OH,9,2,OH_9_2020,MARCY KAPTUR,ROB WEBER,40,0,987297.77,123262.38,190328,111385
2020,OH,10,2,OH_10_2020,DESIREE TIMS,MICHAEL R TURNER,0,20,2053237.92,1748901.36,151976,212972
2020,OH,11,2,OH_11_2020,MARCIA L FUDGE,LAVERNE GORE,14,2,526535.21,164194.91,242098,60323
2020,OH,12,2,OH_12_2020,ALAINA SHEARER,TROY BALDERSON,2,4,1032453,1999772.89,182847,241790
2020,OH,13,2,OH_13_2020,TIM RYAN,CHRISTINA M HAGAN,20,2,2089544.91,830559.7,173631,148648
2020,OH,14,2,OH_14_2020,HILLARY O'CONNOR MUERI,DAVID P JOYCE,0,10,574898.98,2526144.67,158586,238864
2020,OH,15,2,OH_15_2020,JOEL NEWBY,STEVE STIVERS,0,14,56016.96,2305320.33,140183,243103
2020,OH,16,2,OH_16_2020,AARON PAUL GODFREY,ANTHONY GONZALEZ,4,4,60429.54,1895208.47,144071,247335
2020,OK,1,2,OK_1_2020,KOJO ASAMOA-CAESAR,KEVIN HERN,0,4,210928.26,1160066.41,109641,213700
2020,OK,2,2,OK_2_2020,DANYELL LANIER,MARKWAYNE MULLIN,0,10,42015.27,1088383.88,63472,216511
2020,OK,3,2,OK_3_2020,ZOE MIDYETT,FRANK D LUCAS,0,28,0,1045125.94,66501,242677
2020,OK,4,2,OK_4_2020,MARY BRANNON,TOM COLE,4,20,6638.97,1757230.27,90459,213096
2020,OK,5,2,OK_5_2020,KENDRA S HORN,STEPHANIE BICE,2,2,5976536.82,3567879.35,145658,158191
2020,OR,1,2,OR_1_2020,SUZANNE BONAMICI,CHRISTOPHER C CHRISTENSEN,10,0,867300.6,771.77,297071,161928
2020,OR,2,2,OR_2_2020,ALEX SPENSER,CLIFF BENTZ,0,2,25524.55,1363581.04,168881,273835
2020,OR,3,2,OR_3_2020,EARL BLUMENAUER,JOANNA HARBOUR,26,2,1963949.31,14502.36,343574,110570
2020,OR,4,2,OR_4_2020,PETER A DEFAZIO,ALEK SKARLATOS,36,2,5884593.25,5338964.33,240950,216081
2020,OR,5,2,OR_5_2020,KURT SCHRADER,AMY RYAN COURSER,14,2,1937976.57,221541.97,234863,204372
2020,PA,1,2,PA_1_2020,CHRISTINA FINELLO,BRIAN K FITZPATRICK,0,6,2370813.92,4309027.55,191875,249804
2020,PA,2,2,PA_2_2020,BRENDAN F BOYLE,DAVID TORRES,8,2,760250.39,0,198140,75022
2020,PA,3,2,PA_3_2020,DWIGHT EVANS,MICHAEL HARVEY,6,0,786062.98,0,341708,33671
2020,PA,4,2,PA_4_2020,MADELEINE DEAN CUNNANE,KATHY BARNETTE,0,0,0,918151.56,264637,179926
2020,PA,5,2,PA_5_2020,MARY GAY SCANLON,DASHA PRUETT,4,2,1374969.35,85736.53,255743,139552
2020,PA,6,2,PA_6_2020,CHRISSY J HOULAHAN,JOHN WILLIAM EMMONS,4,0,1419800.16,801516.01,226440,177526
2020,PA,7,2,PA_7_2020,SUSAN ELLIS WILD,LISA SCHELLER,4,2,4591501.23,3661738.3,195475,181407
2020,PA,8,2,PA_8_2020,MATTHEW ALTON CARTWRIGHT,JAMES ROCCO BOGNET,10,2,4214642.61,1407261.66,178004,165783
2020,PA,9,2,PA_9_2020,GARY STEVEN WEGMAN,DANIEL PHILIP MEUSER,4,14,213639.61,945604.02,118266,232988
2020,PA,10,2,PA_10_2020,EUGENE A DEPASQUALE,SCOTT G PERRY,2,10,4538350.26,3905339.93,182938,208896
2020,PA,11,2,PA_11_2020,SARAH E HAMMOND,LLOYD K SMUCKER,0,6,23458.48,671774.32,141325,241915
2020,PA,12,2,PA_12_2020,LEE GRIFFIN,FREDERICK B KELLER,0,2,61042.22,1087700.69,99199,241035
2020,PA,13,2,PA_13_2020,RAYMOND TODD ROWLEY,JOHN JOYCE,0,4,67527.28,477893.24,96612,267789
2020,PA,14,2,PA_14_2020,WILLIAM A MARX,GUY RESCHENTHALER,0,4,45959.25,1594661.35,131895,241688
2020,PA,15,2,PA_15_2020,ROBERT M WILLIAMS,GLENN W THOMPSON JR,0,14,0,1866009.26,92156,255058
